order,suborder,greatgroup,subgroup,code,order_code,suborder_code,greatgroup_code,subgroup_code
oxisols,udox,acrudox,petroferric acrudox,EEBB,E,EE,EEB,EEBB
oxisols,udox,acrudox,aquic lithic acrudox,EEBC,E,EE,EEB,EEBC
oxisols,udox,acrudox,lithic acrudox,EEBD,E,EE,EEB,EEBD
oxisols,udox,acrudox,anionic aquic acrudox,EEBE,E,EE,EEB,EEBE
oxisols,udox,acrudox,anionic acrudox,EEBF,E,EE,EEB,EEBF
oxisols,udox,acrudox,plinthic acrudox,EEBG,E,EE,EEB,EEBG
oxisols,udox,acrudox,aquic acrudox,EEBH,E,EE,EEB,EEBH
oxisols,udox,acrudox,eutric acrudox,EEBI,E,EE,EEB,EEBI
oxisols,udox,acrudox,humic rhodic acrudox,EEBJ,E,EE,EEB,EEBJ
oxisols,udox,acrudox,humic xanthic acrudox,EEBK,E,EE,EEB,EEBK
oxisols,udox,acrudox,humic acrudox,EEBL,E,EE,EEB,EEBL
oxisols,udox,acrudox,rhodic acrudox,EEBM,E,EE,EEB,EEBM
oxisols,udox,acrudox,xanthic acrudox,EEBN,E,EE,EEB,EEBN
oxisols,udox,acrudox,typic acrudox,EEBO,E,EE,EEB,EEBO
oxisols,udox,eutrudox,aquic petroferric eutrudox,EECA,E,EE,EEC,EECA
oxisols,udox,eutrudox,petroferric eutrudox,EECB,E,EE,EEC,EECB
oxisols,udox,eutrudox,aquic lithic eutrudox,EECC,E,EE,EEC,EECC
oxisols,udox,eutrudox,lithic eutrudox,EECD,E,EE,EEC,EECD
oxisols,udox,eutrudox,plinthaquic eutrudox,EECE,E,EE,EEC,EECE
oxisols,udox,eutrudox,plinthic eutrudox,EECF,E,EE,EEC,EECF
oxisols,udox,eutrudox,aquic eutrudox,EECG,E,EE,EEC,EECG
oxisols,udox,eutrudox,kandiudalfic eutrudox,EECH,E,EE,EEC,EECH
oxisols,udox,eutrudox,humic inceptic eutrudox,EECI,E,EE,EEC,EECI
oxisols,udox,eutrudox,inceptic eutrudox,EECJ,E,EE,EEC,EECJ
oxisols,udox,eutrudox,humic rhodic eutrudox,EECK,E,EE,EEC,EECK
oxisols,udox,eutrudox,humic xanthic eutrudox,EECL,E,EE,EEC,EECL
oxisols,udox,eutrudox,humic eutrudox,EECM,E,EE,EEC,EECM
oxisols,udox,eutrudox,rhodic eutrudox,EECN,E,EE,EEC,EECN
oxisols,udox,eutrudox,xanthic eutrudox,EECO,E,EE,EEC,EECO
oxisols,udox,eutrudox,typic eutrudox,EECP,E,EE,EEC,EECP
oxisols,udox,kandiudox,aquic petroferric kandiudox,EEDA,E,EE,EED,EEDA
oxisols,udox,kandiudox,petroferric kandiudox,EEDB,E,EE,EED,EEDB
oxisols,udox,kandiudox,aquic lithic kandiudox,EEDC,E,EE,EED,EEDC
oxisols,udox,kandiudox,lithic kandiudox,EEDD,E,EE,EED,EEDD
oxisols,udox,kandiudox,plinthaquic kandiudox,EEDE,E,EE,EED,EEDE
oxisols,udox,kandiudox,plinthic kandiudox,EEDF,E,EE,EED,EEDF
oxisols,udox,kandiudox,aquic kandiudox,EEDG,E,EE,EED,EEDG
oxisols,udox,kandiudox,andic kandiudox,EEDH,E,EE,EED,EEDH
oxisols,udox,kandiudox,humic rhodic kandiudox,EEDI,E,EE,EED,EEDI
oxisols,udox,kandiudox,humic xanthic kandiudox,EEDJ,E,EE,EED,EEDJ
oxisols,udox,kandiudox,humic kandiudox,EEDK,E,EE,EED,EEDK
oxisols,udox,kandiudox,rhodic kandiudox,EEDL,E,EE,EED,EEDL
oxisols,udox,kandiudox,xanthic kandiudox,EEDM,E,EE,EED,EEDM
oxisols,udox,kandiudox,typic kandiudox,EEDN,E,EE,EED,EEDN
oxisols,udox,hapludox,aquic petroferric hapludox,EEEA,E,EE,EEE,EEEA
oxisols,udox,hapludox,petroferric hapludox,EEEB,E,EE,EEE,EEEB
oxisols,udox,hapludox,aquic lithic hapludox,EEEC,E,EE,EEE,EEEC
oxisols,udox,hapludox,lithic hapludox,EEED,E,EE,EEE,EEED
oxisols,udox,hapludox,plinthaquic hapludox,EEEE,E,EE,EEE,EEEE
oxisols,udox,hapludox,plinthic hapludox,EEEF,E,EE,EEE,EEEF
oxisols,udox,hapludox,aquic hapludox,EEEG,E,EE,EEE,EEEG
oxisols,udox,hapludox,inceptic hapludox,EEEH,E,EE,EEE,EEEH
oxisols,udox,hapludox,andic hapludox,EEEI,E,EE,EEE,EEEI
oxisols,udox,hapludox,humic rhodic hapludox,EEEJ,E,EE,EEE,EEEJ
oxisols,udox,hapludox,humic xanthic hapludox,EEEK,E,EE,EEE,EEEK
oxisols,udox,hapludox,humic hapludox,EEEL,E,EE,EEE,EEEL
oxisols,udox,hapludox,rhodic hapludox,EEEM,E,EE,EEE,EEEM
oxisols,udox,hapludox,xanthic hapludox,EEEN,E,EE,EEE,EEEN
oxisols,udox,hapludox,typic hapludox,EEEO,E,EE,EEE,EEEO
vertisols,aquerts,sulfaquerts,salic sulfaquerts,FAAA,F,FA,FAA,FAAA
vertisols,aquerts,sulfaquerts,sulfic sulfaquerts,FAAB,F,FA,FAA,FAAB
vertisols,aquerts,sulfaquerts,typic sulfaquerts,FAAC,F,FA,FAA,FAAC
vertisols,aquerts,salaquerts,aridic salaquerts,FABA,F,FA,FAB,FABA
vertisols,aquerts,salaquerts,ustic salaquerts,FABB,F,FA,FAB,FABB
vertisols,aquerts,salaquerts,leptic salaquerts,FABC,F,FA,FAB,FABC
vertisols,aquerts,salaquerts,entic salaquerts,FABD,F,FA,FAB,FABD
vertisols,aquerts,salaquerts,chromic salaquerts,FABE,F,FA,FAB,FABE
vertisols,aquerts,salaquerts,typic salaquerts,FABF,F,FA,FAB,FABF
vertisols,aquerts,duraquerts,aridic duraquerts,FACA,F,FA,FAC,FACA
vertisols,aquerts,duraquerts,xeric duraquerts,FACB,F,FA,FAC,FACB
vertisols,aquerts,duraquerts,ustic duraquerts,FACC,F,FA,FAC,FACC
vertisols,aquerts,duraquerts,aeric duraquerts,FACD,F,FA,FAC,FACD
vertisols,aquerts,duraquerts,chromic duraquerts,FACE,F,FA,FAC,FACE
vertisols,aquerts,duraquerts,typic duraquerts,FACF,F,FA,FAC,FACF
vertisols,aquerts,natraquerts,typic natraquerts,FADA,F,FA,FAD,FADA
vertisols,aquerts,calciaquerts,aeric calciaquerts,FAEA,F,FA,FAE,FAEA
vertisols,aquerts,calciaquerts,typic calciaquerts,FAEB,F,FA,FAE,FAEB
vertisols,aquerts,dystraquerts,sulfaqueptic dystraquerts,FAFA,F,FA,FAF,FAFA
vertisols,aquerts,dystraquerts,aridic dystraquerts,FAFB,F,FA,FAF,FAFB
vertisols,aquerts,dystraquerts,ustic dystraquerts,FAFC,F,FA,FAF,FAFC
vertisols,aquerts,dystraquerts,aeric dystraquerts,FAFD,F,FA,FAF,FAFD
vertisols,aquerts,dystraquerts,leptic dystraquerts,FAFE,F,FA,FAF,FAFE
vertisols,aquerts,dystraquerts,entic dystraquerts,FAFF,F,FA,FAF,FAFF
vertisols,aquerts,dystraquerts,chromic dystraquerts,FAFG,F,FA,FAF,FAFG
vertisols,aquerts,dystraquerts,typic dystraquerts,FAFH,F,FA,FAF,FAFH
vertisols,aquerts,epiaquerts,halic epiaquerts,FAGA,F,FA,FAG,FAGA
vertisols,aquerts,epiaquerts,sodic epiaquerts,FAGB,F,FA,FAG,FAGB
vertisols,aquerts,epiaquerts,aridic epiaquerts,FAGC,F,FA,FAG,FAGC
vertisols,aquerts,epiaquerts,xeric epiaquerts,FAGD,F,FA,FAG,FAGD
vertisols,aquerts,epiaquerts,ustic epiaquerts,FAGE,F,FA,FAG,FAGE
vertisols,aquerts,epiaquerts,aeric epiaquerts,FAGF,F,FA,FAG,FAGF
vertisols,aquerts,epiaquerts,leptic epiaquerts,FAGG,F,FA,FAG,FAGG
vertisols,aquerts,epiaquerts,entic epiaquerts,FAGH,F,FA,FAG,FAGH
vertisols,aquerts,epiaquerts,chromic epiaquerts,FAGI,F,FA,FAG,FAGI
vertisols,aquerts,epiaquerts,typic epiaquerts,FAGJ,F,FA,FAG,FAGJ
vertisols,aquerts,endoaquerts,halic endoaquerts,FAHA,F,FA,FAH,FAHA
vertisols,aquerts,endoaquerts,sodic endoaquerts,FAHB,F,FA,FAH,FAHB
vertisols,aquerts,endoaquerts,aridic endoaquerts,FAHC,F,FA,FAH,FAHC
vertisols,aquerts,endoaquerts,xeric endoaquerts,FAHD,F,FA,FAH,FAHD
vertisols,aquerts,endoaquerts,ustic endoaquerts,FAHE,F,FA,FAH,FAHE
vertisols,aquerts,endoaquerts,aeric endoaquerts,FAHF,F,FA,FAH,FAHF
vertisols,aquerts,endoaquerts,leptic endoaquerts,FAHG,F,FA,FAH,FAHG
vertisols,aquerts,endoaquerts,entic endoaquerts,FAHH,F,FA,FAH,FAHH
vertisols,aquerts,endoaquerts,chromic endoaquerts,FAHI,F,FA,FAH,FAHI
vertisols,aquerts,endoaquerts,typic endoaquerts,FAHJ,F,FA,FAH,FAHJ
vertisols,cryerts,humicryerts,sodic humicryerts,FBAA,F,FB,FBA,FBAA
vertisols,cryerts,humicryerts,typic humicryerts,FBAB,F,FB,FBA,FBAB
vertisols,cryerts,haplocryerts,sodic haplocryerts,FBBA,F,FB,FBB,FBBA
vertisols,cryerts,haplocryerts,chromic haplocryerts,FBBB,F,FB,FBB,FBBB
vertisols,cryerts,haplocryerts,typic haplocryerts,FBBC,F,FB,FBB,FBBC
vertisols,xererts,durixererts,halic durixererts,FCAA,F,FC,FCA,FCAA
vertisols,xererts,durixererts,sodic durixererts,FCAB,F,FC,FCA,FCAB
vertisols,xererts,durixererts,aquic durixererts,FCAC,F,FC,FCA,FCAC
vertisols,xererts,durixererts,aridic durixererts,FCAD,F,FC,FCA,FCAD
vertisols,xererts,durixererts,udic durixererts,FCAE,F,FC,FCA,FCAE
vertisols,xererts,durixererts,haplic durixererts,FCAF,F,FC,FCA,FCAF
vertisols,xererts,durixererts,chromic durixererts,FCAG,F,FC,FCA,FCAG
vertisols,xererts,durixererts,typic durixererts,FCAH,F,FC,FCA,FCAH
vertisols,xererts,calcixererts,lithic calcixererts,FCBA,F,FC,FCB,FCBA
vertisols,xererts,calcixererts,petrocalcic calcixererts,FCBB,F,FC,FCB,FCBB
vertisols,xererts,calcixererts,aridic calcixererts,FCBC,F,FC,FCB,FCBC
vertisols,xererts,calcixererts,leptic calcixererts,FCBD,F,FC,FCB,FCBD
vertisols,xererts,calcixererts,entic calcixererts,FCBE,F,FC,FCB,FCBE
vertisols,xererts,calcixererts,chromic calcixererts,FCBF,F,FC,FCB,FCBF
vertisols,xererts,calcixererts,typic calcixererts,FCBG,F,FC,FCB,FCBG
vertisols,xererts,haploxererts,lithic haploxererts,FCCA,F,FC,FCC,FCCA
vertisols,xererts,haploxererts,halic haploxererts,FCCB,F,FC,FCC,FCCB
vertisols,xererts,haploxererts,sodic haploxererts,FCCC,F,FC,FCC,FCCC
vertisols,xererts,haploxererts,aridic haploxererts,FCCD,F,FC,FCC,FCCD
vertisols,xererts,haploxererts,aquic haploxererts,FCCE,F,FC,FCC,FCCE
vertisols,xererts,haploxererts,udic haploxererts,FCCF,F,FC,FCC,FCCF
vertisols,xererts,haploxererts,leptic haploxererts,FCCG,F,FC,FCC,FCCG
vertisols,xererts,haploxererts,entic haploxererts,FCCH,F,FC,FCC,FCCH
vertisols,xererts,haploxererts,chromic haploxererts,FCCI,F,FC,FCC,FCCI
vertisols,xererts,haploxererts,typic haploxererts,FCCJ,F,FC,FCC,FCCJ
vertisols,torrerts,salitorrerts,aquic salitorrerts,FDAA,F,FD,FDA,FDAA
vertisols,torrerts,salitorrerts,leptic salitorrerts,FDAB,F,FD,FDA,FDAB
vertisols,torrerts,salitorrerts,entic salitorrerts,FDAC,F,FD,FDA,FDAC
vertisols,torrerts,salitorrerts,chromic salitorrerts,FDAD,F,FD,FDA,FDAD
vertisols,torrerts,salitorrerts,typic salitorrerts,FDAE,F,FD,FDA,FDAE
vertisols,torrerts,gypsitorrerts,chromic gypsitorrerts,FDBA,F,FD,FDB,FDBA
vertisols,torrerts,gypsitorrerts,typic gypsitorrerts,FDBB,F,FD,FDB,FDBB
vertisols,torrerts,calcitorrerts,petrocalcic calcitorrerts,FDCA,F,FD,FDC,FDCA
vertisols,torrerts,calcitorrerts,leptic calcitorrerts,FDCB,F,FD,FDC,FDCB
vertisols,torrerts,calcitorrerts,entic calcitorrerts,FDCC,F,FD,FDC,FDCC
vertisols,torrerts,calcitorrerts,chromic calcitorrerts,FDCD,F,FD,FDC,FDCD
vertisols,torrerts,calcitorrerts,typic calcitorrerts,FDCE,F,FD,FDC,FDCE
vertisols,torrerts,haplotorrerts,halic haplotorrerts,FDDA,F,FD,FDD,FDDA
vertisols,torrerts,haplotorrerts,sodic haplotorrerts,FDDB,F,FD,FDD,FDDB
vertisols,torrerts,haplotorrerts,leptic haplotorrerts,FDDC,F,FD,FDD,FDDC
vertisols,torrerts,haplotorrerts,entic haplotorrerts,FDDD,F,FD,FDD,FDDD
vertisols,torrerts,haplotorrerts,chromic haplotorrerts,FDDE,F,FD,FDD,FDDE
vertisols,torrerts,haplotorrerts,typic haplotorrerts,FDDF,F,FD,FDD,FDDF
vertisols,usterts,dystrusterts,lithic dystrusterts,FEAA,F,FE,FEA,FEAA
vertisols,usterts,dystrusterts,aquic dystrusterts,FEAB,F,FE,FEA,FEAB
vertisols,usterts,dystrusterts,aridic dystrusterts,FEAC,F,FE,FEA,FEAC
vertisols,usterts,dystrusterts,udic dystrusterts,FEAD,F,FE,FEA,FEAD
vertisols,usterts,dystrusterts,leptic dystrusterts,FEAE,F,FE,FEA,FEAE
vertisols,usterts,dystrusterts,entic dystrusterts,FEAF,F,FE,FEA,FEAF
vertisols,usterts,dystrusterts,chromic dystrusterts,FEAG,F,FE,FEA,FEAG
vertisols,usterts,dystrusterts,typic dystrusterts,FEAH,F,FE,FEA,FEAH
vertisols,usterts,salusterts,lithic salusterts,FEBA,F,FE,FEB,FEBA
vertisols,usterts,salusterts,sodic salusterts,FEBB,F,FE,FEB,FEBB
vertisols,usterts,salusterts,aquic salusterts,FEBC,F,FE,FEB,FEBC
vertisols,usterts,salusterts,aridic salusterts,FEBD,F,FE,FEB,FEBD
vertisols,usterts,salusterts,leptic salusterts,FEBE,F,FE,FEB,FEBE
vertisols,usterts,salusterts,entic salusterts,FEBF,F,FE,FEB,FEBF
vertisols,usterts,salusterts,chromic salusterts,FEBG,F,FE,FEB,FEBG
vertisols,usterts,salusterts,typic salusterts,FEBH,F,FE,FEB,FEBH
vertisols,usterts,gypsiusterts,lithic gypsiusterts,FECA,F,FE,FEC,FECA
vertisols,usterts,gypsiusterts,halic gypsiusterts,FECB,F,FE,FEC,FECB
vertisols,usterts,gypsiusterts,sodic gypsiusterts,FECC,F,FE,FEC,FECC
vertisols,usterts,gypsiusterts,aridic gypsiusterts,FECD,F,FE,FEC,FECD
vertisols,usterts,gypsiusterts,udic gypsiusterts,FECE,F,FE,FEC,FECE
vertisols,usterts,gypsiusterts,leptic gypsiusterts,FECF,F,FE,FEC,FECF
vertisols,usterts,gypsiusterts,entic gypsiusterts,FECG,F,FE,FEC,FECG
vertisols,usterts,gypsiusterts,chromic gypsiusterts,FECH,F,FE,FEC,FECH
vertisols,usterts,gypsiusterts,typic gypsiusterts,FECI,F,FE,FEC,FECI
vertisols,usterts,calciusterts,lithic calciusterts,FEDA,F,FE,FED,FEDA
vertisols,usterts,calciusterts,halic calciusterts,FEDB,F,FE,FED,FEDB
vertisols,usterts,calciusterts,sodic calciusterts,FEDC,F,FE,FED,FEDC
vertisols,usterts,calciusterts,petrocalcic calciusterts,FEDD,F,FE,FED,FEDD
vertisols,usterts,calciusterts,aridic calciusterts,FEDE,F,FE,FED,FEDE
vertisols,usterts,calciusterts,udic calciusterts,FEDF,F,FE,FED,FEDF
vertisols,usterts,calciusterts,leptic calciusterts,FEDG,F,FE,FED,FEDG
vertisols,usterts,calciusterts,entic calciusterts,FEDH,F,FE,FED,FEDH
vertisols,usterts,calciusterts,chromic calciusterts,FEDI,F,FE,FED,FEDI
vertisols,usterts,calciusterts,typic calciusterts,FEDJ,F,FE,FED,FEDJ
vertisols,usterts,haplusterts,lithic haplusterts,FEEA,F,FE,FEE,FEEA
vertisols,usterts,haplusterts,halic haplusterts,FEEB,F,FE,FEE,FEEB
vertisols,usterts,haplusterts,sodic haplusterts,FEEC,F,FE,FEE,FEEC
vertisols,usterts,haplusterts,petrocalcic haplusterts,FEED,F,FE,FEE,FEED
vertisols,usterts,haplusterts,gypsic haplusterts,FEEE,F,FE,FEE,FEEE
vertisols,usterts,haplusterts,calcic haplusterts,FEEF,F,FE,FEE,FEEF
vertisols,usterts,haplusterts,aridic leptic haplusterts,FEEG,F,FE,FEE,FEEG
vertisols,usterts,haplusterts,aridic haplusterts,FEEH,F,FE,FEE,FEEH
vertisols,usterts,haplusterts,leptic udic haplusterts,FEEI,F,FE,FEE,FEEI
vertisols,usterts,haplusterts,entic udic haplusterts,FEEJ,F,FE,FEE,FEEJ
vertisols,usterts,haplusterts,chromic udic haplusterts,FEEK,F,FE,FEE,FEEK
vertisols,usterts,haplusterts,udic haplusterts,FEEL,F,FE,FEE,FEEL
vertisols,usterts,haplusterts,leptic haplusterts,FEEM,F,FE,FEE,FEEM
vertisols,usterts,haplusterts,entic haplusterts,FEEN,F,FE,FEE,FEEN
vertisols,usterts,haplusterts,chromic haplusterts,FEEO,F,FE,FEE,FEEO
vertisols,usterts,haplusterts,typic haplusterts,FEEP,F,FE,FEE,FEEP
vertisols,uderts,dystruderts,aquic dystruderts,FFAA,F,FF,FFA,FFAA
vertisols,uderts,dystruderts,oxyaquic dystruderts,FFAB,F,FF,FFA,FFAB
vertisols,uderts,dystruderts,leptic dystruderts,FFAC,F,FF,FFA,FFAC
vertisols,uderts,dystruderts,entic dystruderts,FFAD,F,FF,FFA,FFAD
vertisols,uderts,dystruderts,chromic dystruderts,FFAE,F,FF,FFA,FFAE
vertisols,uderts,dystruderts,typic dystruderts,FFAF,F,FF,FFA,FFAF
vertisols,uderts,hapluderts,lithic hapluderts,FFBA,F,FF,FFB,FFBA
vertisols,uderts,hapluderts,aquic hapluderts,FFBB,F,FF,FFB,FFBB
vertisols,uderts,hapluderts,oxyaquic hapluderts,FFBC,F,FF,FFB,FFBC
vertisols,uderts,hapluderts,leptic hapluderts,FFBD,F,FF,FFB,FFBD
vertisols,uderts,hapluderts,entic hapluderts,FFBE,F,FF,FFB,FFBE
vertisols,uderts,hapluderts,chromic hapluderts,FFBF,F,FF,FFB,FFBF
vertisols,uderts,hapluderts,typic hapluderts,FFBG,F,FF,FFB,FFBG
aridisols,cryids,salicryids,aquic salicryids,GAAA,G,GA,GAA,GAAA
aridisols,cryids,salicryids,typic salicryids,GAAB,G,GA,GAA,GAAB
aridisols,cryids,petrocryids,xereptic petrocryids,GABA,G,GA,GAB,GABA
aridisols,cryids,petrocryids,duric xeric petrocryids,GABB,G,GA,GAB,GABB
aridisols,cryids,petrocryids,duric petrocryids,GABC,G,GA,GAB,GABC
aridisols,cryids,petrocryids,petrogypsic petrocryids,GABD,G,GA,GAB,GABD
aridisols,cryids,petrocryids,xeric petrocryids,GABE,G,GA,GAB,GABE
aridisols,cryids,petrocryids,ustic petrocryids,GABF,G,GA,GAB,GABF
aridisols,cryids,petrocryids,typic petrocryids,GABG,G,GA,GAB,GABG
aridisols,cryids,gypsicryids,calcic gypsicryids,GACA,G,GA,GAC,GACA
aridisols,cryids,gypsicryids,vitrixerandic gypsicryids,GACB,G,GA,GAC,GACB
aridisols,cryids,gypsicryids,vitrandic gypsicryids,GACC,G,GA,GAC,GACC
aridisols,cryids,gypsicryids,typic gypsicryids,GACD,G,GA,GAC,GACD
aridisols,cryids,argicryids,lithic argicryids,GADA,G,GA,GAD,GADA
aridisols,cryids,argicryids,vertic argicryids,GADB,G,GA,GAD,GADB
aridisols,cryids,argicryids,natric argicryids,GADC,G,GA,GAD,GADC
aridisols,cryids,argicryids,vitrixerandic argicryids,GADD,G,GA,GAD,GADD
aridisols,cryids,argicryids,vitrandic argicryids,GADE,G,GA,GAD,GADE
aridisols,cryids,argicryids,xeric argicryids,GADF,G,GA,GAD,GADF
aridisols,cryids,argicryids,ustic argicryids,GADG,G,GA,GAD,GADG
aridisols,cryids,argicryids,typic argicryids,GADH,G,GA,GAD,GADH
aridisols,cryids,calcicryids,lithic calcicryids,GAEA,G,GA,GAE,GAEA
aridisols,cryids,calcicryids,vitrixerandic calcicryids,GAEB,G,GA,GAE,GAEB
aridisols,cryids,calcicryids,vitrandic calcicryids,GAEC,G,GA,GAE,GAEC
aridisols,cryids,calcicryids,xeric calcicryids,GAED,G,GA,GAE,GAED
aridisols,cryids,calcicryids,ustic calcicryids,GAEE,G,GA,GAE,GAEE
aridisols,cryids,calcicryids,typic calcicryids,GAEF,G,GA,GAE,GAEF
aridisols,cryids,haplocryids,lithic haplocryids,GAFA,G,GA,GAF,GAFA
aridisols,cryids,haplocryids,vertic haplocryids,GAFB,G,GA,GAF,GAFB
aridisols,cryids,haplocryids,vitrixerandic haplocryids,GAFC,G,GA,GAF,GAFC
aridisols,cryids,haplocryids,vitrandic haplocryids,GAFD,G,GA,GAF,GAFD
aridisols,cryids,haplocryids,xeric haplocryids,GAFE,G,GA,GAF,GAFE
aridisols,cryids,haplocryids,ustic haplocryids,GAFF,G,GA,GAF,GAFF
aridisols,cryids,haplocryids,typic haplocryids,GAFG,G,GA,GAF,GAFG
aridisols,salids,aquisalids,anhydritic aquisalids,GBAA,G,GB,GBA,GBAA
aridisols,salids,aquisalids,gypsic aquisalids,GBAB,G,GB,GBA,GBAB
aridisols,salids,aquisalids,calcic aquisalids,GBAC,G,GB,GBA,GBAC
aridisols,salids,aquisalids,typic aquisalids,GBAD,G,GB,GBA,GBAD
aridisols,salids,haplosalids,duric haplosalids,GBBA,G,GB,GBB,GBBA
aridisols,salids,haplosalids,petrogypsic haplosalids,GBBB,G,GB,GBB,GBBB
aridisols,salids,haplosalids,anhydritic haplosalids,GBBC,G,GB,GBB,GBBC
aridisols,salids,haplosalids,gypsic haplosalids,GBBD,G,GB,GBB,GBBD
aridisols,salids,haplosalids,calcic haplosalids,GBBE,G,GB,GBB,GBBE
aridisols,salids,haplosalids,typic haplosalids,GBBF,G,GB,GBB,GBBF
aridisols,durids,natridurids,vertic natridurids,GCAA,G,GC,GCA,GCAA
aridisols,durids,natridurids,aquic natrargidic natridurids,GCAB,G,GC,GCA,GCAB
aridisols,durids,natridurids,aquic natridurids,GCAC,G,GC,GCA,GCAC
aridisols,durids,natridurids,natrixeralfic natridurids,GCAD,G,GC,GCA,GCAD
aridisols,durids,natridurids,natrargidic natridurids,GCAE,G,GC,GCA,GCAE
aridisols,durids,natridurids,vitrixerandic natridurids,GCAF,G,GC,GCA,GCAF
aridisols,durids,natridurids,vitrandic natridurids,GCAG,G,GC,GCA,GCAG
aridisols,durids,natridurids,xeric natridurids,GCAH,G,GC,GCA,GCAH
aridisols,durids,natridurids,typic natridurids,GCAI,G,GC,GCA,GCAI
aridisols,durids,argidurids,vertic argidurids,GCBA,G,GC,GCB,GCBA
aridisols,durids,argidurids,aquic argidurids,GCBB,G,GC,GCB,GCBB
aridisols,durids,argidurids,abruptic xeric argidurids,GCBC,G,GC,GCB,GCBC
aridisols,durids,argidurids,abruptic argidurids,GCBD,G,GC,GCB,GCBD
aridisols,durids,argidurids,haploxeralfic argidurids,GCBE,G,GC,GCB,GCBE
aridisols,durids,argidurids,argidic argidurids,GCBF,G,GC,GCB,GCBF
aridisols,durids,argidurids,vitrixerandic argidurids,GCBG,G,GC,GCB,GCBG
aridisols,durids,argidurids,vitrandic argidurids,GCBH,G,GC,GCB,GCBH
aridisols,durids,argidurids,xeric argidurids,GCBI,G,GC,GCB,GCBI
aridisols,durids,argidurids,ustic argidurids,GCBJ,G,GC,GCB,GCBJ
aridisols,durids,argidurids,typic argidurids,GCBK,G,GC,GCB,GCBK
aridisols,durids,haplodurids,aquicambidic haplodurids,GCCA,G,GC,GCC,GCCA
aridisols,durids,haplodurids,aquic haplodurids,GCCB,G,GC,GCC,GCCB
aridisols,durids,haplodurids,xereptic haplodurids,GCCC,G,GC,GCC,GCCC
aridisols,durids,haplodurids,cambidic haplodurids,GCCD,G,GC,GCC,GCCD
aridisols,durids,haplodurids,vitrixerandic haplodurids,GCCE,G,GC,GCC,GCCE
aridisols,durids,haplodurids,vitrandic haplodurids,GCCF,G,GC,GCC,GCCF
aridisols,durids,haplodurids,xeric haplodurids,GCCG,G,GC,GCC,GCCG
aridisols,durids,haplodurids,ustic haplodurids,GCCH,G,GC,GCC,GCCH
aridisols,durids,haplodurids,typic haplodurids,GCCI,G,GC,GCC,GCCI
aridisols,gypsids,petrogypsids,petrocalcic petrogypsids,GDAA,G,GD,GDA,GDAA
aridisols,gypsids,petrogypsids,calcic petrogypsids,GDAB,G,GD,GDA,GDAB
aridisols,gypsids,petrogypsids,vitrixerandic petrogypsids,GDAC,G,GD,GDA,GDAC
aridisols,gypsids,petrogypsids,vitrandic petrogypsids,GDAD,G,GD,GDA,GDAD
aridisols,gypsids,petrogypsids,xeric petrogypsids,GDAE,G,GD,GDA,GDAE
aridisols,gypsids,petrogypsids,ustic petrogypsids,GDAF,G,GD,GDA,GDAF
aridisols,gypsids,petrogypsids,typic petrogypsids,GDAG,G,GD,GDA,GDAG
aridisols,gypsids,natrigypsids,lithic natrigypsids,GDBA,G,GD,GDB,GDBA
aridisols,gypsids,natrigypsids,vertic natrigypsids,GDBB,G,GD,GDB,GDBB
aridisols,gypsids,natrigypsids,petronodic natrigypsids,GDBC,G,GD,GDB,GDBC
aridisols,gypsids,natrigypsids,vitrixerandic natrigypsids,GDBD,G,GD,GDB,GDBD
aridisols,gypsids,natrigypsids,vitrandic natrigypsids,GDBE,G,GD,GDB,GDBE
aridisols,gypsids,natrigypsids,xeric natrigypsids,GDBF,G,GD,GDB,GDBF
aridisols,gypsids,natrigypsids,ustic natrigypsids,GDBG,G,GD,GDB,GDBG
aridisols,gypsids,natrigypsids,typic natrigypsids,GDBH,G,GD,GDB,GDBH
aridisols,gypsids,argigypsids,lithic argigypsids,GDCA,G,GD,GDC,GDCA
aridisols,gypsids,argigypsids,vertic argigypsids,GDCB,G,GD,GDC,GDCB
aridisols,gypsids,argigypsids,calcic argigypsids,GDCC,G,GD,GDC,GDCC
aridisols,gypsids,argigypsids,petronodic argigypsids,GDCD,G,GD,GDC,GDCD
aridisols,gypsids,argigypsids,vitrixerandic argigypsids,GDCE,G,GD,GDC,GDCE
aridisols,gypsids,argigypsids,vitrandic argigypsids,GDCF,G,GD,GDC,GDCF
aridisols,gypsids,argigypsids,xeric argigypsids,GDCG,G,GD,GDC,GDCG
aridisols,gypsids,argigypsids,ustic argigypsids,GDCH,G,GD,GDC,GDCH
aridisols,gypsids,argigypsids,typic argigypsids,GDCI,G,GD,GDC,GDCI
aridisols,gypsids,calcigypsids,lithic calcigypsids,GDDA,G,GD,GDD,GDDA
aridisols,gypsids,calcigypsids,petronodic calcigypsids,GDDB,G,GD,GDD,GDDB
aridisols,gypsids,calcigypsids,vitrixerandic calcigypsids,GDDC,G,GD,GDD,GDDC
aridisols,gypsids,calcigypsids,vitrandic calcigypsids,GDDD,G,GD,GDD,GDDD
aridisols,gypsids,calcigypsids,xeric calcigypsids,GDDE,G,GD,GDD,GDDE
aridisols,gypsids,calcigypsids,ustic calcigypsids,GDDF,G,GD,GDD,GDDF
aridisols,gypsids,calcigypsids,typic calcigypsids,GDDG,G,GD,GDD,GDDG
