tax_order,tax_suborder,tax_greatgroup,tax_subgroup
alfisols,aqualfs,albaqualfs,typic albaqualfs
alfisols,aqualfs,albaqualfs,udollic albaqualfs
alfisols,aqualfs,albaqualfs,umbric albaqualfs
alfisols,aqualfs,albaqualfs,vertic albaqualfs
alfisols,aqualfs,albaqualfs,mollic albaqualfs
alfisols,aqualfs,albaqualfs,arenic albaqualfs
alfisols,aqualfs,albaqualfs,chromic vertic albaqualfs
alfisols,aqualfs,albaqualfs,aeric albaqualfs
alfisols,aqualfs,albaqualfs,aeric vertic albaqualfs
alfisols,aqualfs,albaqualfs,aquandic albaqualfs
alfisols,aqualfs,cryaqualfs,typic cryaqualfs
alfisols,aqualfs,duraqualfs,typic duraqualfs
alfisols,aqualfs,endoaqualfs,typic endoaqualfs
alfisols,aqualfs,endoaqualfs,udollic endoaqualfs
alfisols,aqualfs,endoaqualfs,umbric endoaqualfs
alfisols,aqualfs,endoaqualfs,vertic endoaqualfs
alfisols,aqualfs,endoaqualfs,grossarenic endoaqualfs
alfisols,aqualfs,endoaqualfs,mollic endoaqualfs
alfisols,aqualfs,endoaqualfs,arenic endoaqualfs
alfisols,aqualfs,endoaqualfs,chromic vertic endoaqualfs
alfisols,aqualfs,endoaqualfs,fragic endoaqualfs
alfisols,aqualfs,endoaqualfs,aeric endoaqualfs
alfisols,aqualfs,endoaqualfs,aeric fragic endoaqualfs
alfisols,aqualfs,endoaqualfs,aeric umbric endoaqualfs
alfisols,aqualfs,endoaqualfs,aquandic endoaqualfs
alfisols,aqualfs,epiaqualfs,typic epiaqualfs
alfisols,aqualfs,epiaqualfs,udollic epiaqualfs
alfisols,aqualfs,epiaqualfs,umbric epiaqualfs
alfisols,aqualfs,epiaqualfs,vertic epiaqualfs
alfisols,aqualfs,epiaqualfs,grossarenic epiaqualfs
alfisols,aqualfs,epiaqualfs,mollic epiaqualfs
alfisols,aqualfs,epiaqualfs,arenic epiaqualfs
alfisols,aqualfs,epiaqualfs,chromic vertic epiaqualfs
alfisols,aqualfs,epiaqualfs,fragic epiaqualfs
alfisols,aqualfs,epiaqualfs,aeric chromic vertic epiaqualfs
alfisols,aqualfs,epiaqualfs,aeric epiaqualfs
alfisols,aqualfs,epiaqualfs,aeric fragic epiaqualfs
alfisols,aqualfs,epiaqualfs,aeric umbric epiaqualfs
alfisols,aqualfs,epiaqualfs,aeric vertic epiaqualfs
alfisols,aqualfs,epiaqualfs,aquandic epiaqualfs
alfisols,aqualfs,fragiaqualfs,typic fragiaqualfs
alfisols,aqualfs,fragiaqualfs,vermic fragiaqualfs
alfisols,aqualfs,fragiaqualfs,plinthic fragiaqualfs
alfisols,aqualfs,fragiaqualfs,humic fragiaqualfs
alfisols,aqualfs,fragiaqualfs,aeric fragiaqualfs
alfisols,aqualfs,glossaqualfs,typic glossaqualfs
alfisols,aqualfs,glossaqualfs,mollic glossaqualfs
alfisols,aqualfs,glossaqualfs,arenic glossaqualfs
alfisols,aqualfs,glossaqualfs,fragic glossaqualfs
alfisols,aqualfs,glossaqualfs,histic glossaqualfs
alfisols,aqualfs,glossaqualfs,aeric fragic glossaqualfs
alfisols,aqualfs,glossaqualfs,aeric glossaqualfs
alfisols,aqualfs,kandiaqualfs,typic kandiaqualfs
alfisols,aqualfs,kandiaqualfs,umbric kandiaqualfs
alfisols,aqualfs,kandiaqualfs,grossarenic kandiaqualfs
alfisols,aqualfs,kandiaqualfs,plinthic kandiaqualfs
alfisols,aqualfs,kandiaqualfs,arenic kandiaqualfs
alfisols,aqualfs,kandiaqualfs,aeric kandiaqualfs
alfisols,aqualfs,kandiaqualfs,aeric umbric kandiaqualfs
alfisols,aqualfs,natraqualfs,typic natraqualfs
alfisols,aqualfs,natraqualfs,vermic natraqualfs
alfisols,aqualfs,natraqualfs,vertic natraqualfs
alfisols,aqualfs,natraqualfs,glossic natraqualfs
alfisols,aqualfs,natraqualfs,mollic natraqualfs
alfisols,aqualfs,natraqualfs,albic glossic natraqualfs
alfisols,aqualfs,natraqualfs,albic natraqualfs
alfisols,aqualfs,plinthaqualfs,typic plinthaqualfs
alfisols,aqualfs,vermaqualfs,typic vermaqualfs
alfisols,aqualfs,vermaqualfs,natric vermaqualfs
alfisols,cryalfs,glossocryalfs,typic glossocryalfs
alfisols,cryalfs,glossocryalfs,umbric glossocryalfs
alfisols,cryalfs,glossocryalfs,umbric xeric glossocryalfs
alfisols,cryalfs,glossocryalfs,ustic glossocryalfs
alfisols,cryalfs,glossocryalfs,ustollic glossocryalfs
alfisols,cryalfs,glossocryalfs,vertic glossocryalfs
alfisols,cryalfs,glossocryalfs,vitrandic glossocryalfs
alfisols,cryalfs,glossocryalfs,lithic glossocryalfs
alfisols,cryalfs,glossocryalfs,mollic glossocryalfs
alfisols,cryalfs,glossocryalfs,oxyaquic glossocryalfs
alfisols,cryalfs,glossocryalfs,aquic glossocryalfs
alfisols,cryalfs,glossocryalfs,eutric glossocryalfs
alfisols,cryalfs,glossocryalfs,fragic glossocryalfs
alfisols,cryalfs,glossocryalfs,xeric glossocryalfs
alfisols,cryalfs,glossocryalfs,xerollic glossocryalfs
alfisols,cryalfs,glossocryalfs,andic glossocryalfs
alfisols,cryalfs,haplocryalfs,typic haplocryalfs
alfisols,cryalfs,haplocryalfs,umbric haplocryalfs
alfisols,cryalfs,haplocryalfs,umbric xeric haplocryalfs
alfisols,cryalfs,haplocryalfs,ustic haplocryalfs
alfisols,cryalfs,haplocryalfs,ustollic haplocryalfs
alfisols,cryalfs,haplocryalfs,vertic haplocryalfs
alfisols,cryalfs,haplocryalfs,vitrandic haplocryalfs
alfisols,cryalfs,haplocryalfs,lithic haplocryalfs
alfisols,cryalfs,haplocryalfs,mollic haplocryalfs
alfisols,cryalfs,haplocryalfs,oxyaquic haplocryalfs
alfisols,cryalfs,haplocryalfs,psammentic haplocryalfs
alfisols,cryalfs,haplocryalfs,aquic haplocryalfs
alfisols,cryalfs,haplocryalfs,eutric haplocryalfs
alfisols,cryalfs,haplocryalfs,xeric haplocryalfs
alfisols,cryalfs,haplocryalfs,xerollic haplocryalfs
alfisols,cryalfs,haplocryalfs,inceptic haplocryalfs
alfisols,cryalfs,haplocryalfs,lamellic haplocryalfs
alfisols,cryalfs,haplocryalfs,andic haplocryalfs
alfisols,cryalfs,palecryalfs,typic palecryalfs
alfisols,cryalfs,palecryalfs,umbric palecryalfs
alfisols,cryalfs,palecryalfs,ustic palecryalfs
alfisols,cryalfs,palecryalfs,vitrandic palecryalfs
alfisols,cryalfs,palecryalfs,mollic palecryalfs
alfisols,cryalfs,palecryalfs,oxyaquic palecryalfs
alfisols,cryalfs,palecryalfs,aquic palecryalfs
alfisols,cryalfs,palecryalfs,xeric palecryalfs
alfisols,cryalfs,palecryalfs,andic palecryalfs
alfisols,udalfs,ferrudalfs,typic ferrudalfs
alfisols,udalfs,ferrudalfs,aquic ferrudalfs
alfisols,udalfs,fragiudalfs,typic fragiudalfs
alfisols,udalfs,fragiudalfs,vitrandic fragiudalfs
alfisols,udalfs,fragiudalfs,oxyaquic fragiudalfs
alfisols,udalfs,fragiudalfs,aquic fragiudalfs
alfisols,udalfs,fragiudalfs,andic fragiudalfs
alfisols,udalfs,fraglossudalfs,typic fraglossudalfs
alfisols,udalfs,fraglossudalfs,vitrandic fraglossudalfs
alfisols,udalfs,fraglossudalfs,oxyaquic fraglossudalfs
alfisols,udalfs,fraglossudalfs,aquic fraglossudalfs
alfisols,udalfs,fraglossudalfs,andic fraglossudalfs
alfisols,udalfs,glossudalfs,typic glossudalfs
alfisols,udalfs,glossudalfs,vertic glossudalfs
alfisols,udalfs,glossudalfs,vitrandic glossudalfs
alfisols,udalfs,glossudalfs,haplic glossudalfs
alfisols,udalfs,glossudalfs,oxyaquic glossudalfs
alfisols,udalfs,glossudalfs,oxyaquic vertic glossudalfs
alfisols,udalfs,glossudalfs,aquic glossudalfs
alfisols,udalfs,glossudalfs,arenic glossudalfs
alfisols,udalfs,glossudalfs,arenic oxyaquic glossudalfs
alfisols,udalfs,glossudalfs,fragiaquic glossudalfs
alfisols,udalfs,glossudalfs,fragic glossudalfs
alfisols,udalfs,glossudalfs,andic glossudalfs
alfisols,udalfs,glossudalfs,aquandic glossudalfs
alfisols,udalfs,glossudalfs,aquertic glossudalfs
alfisols,udalfs,glossudalfs,aquic arenic glossudalfs
alfisols,udalfs,hapludalfs,typic hapludalfs
alfisols,udalfs,hapludalfs,ultic hapludalfs
alfisols,udalfs,hapludalfs,vertic hapludalfs
alfisols,udalfs,hapludalfs,vitrandic hapludalfs
alfisols,udalfs,hapludalfs,glossic hapludalfs
alfisols,udalfs,hapludalfs,lithic hapludalfs
alfisols,udalfs,hapludalfs,mollic hapludalfs
alfisols,udalfs,hapludalfs,mollic oxyaquic hapludalfs
alfisols,udalfs,hapludalfs,oxyaquic hapludalfs
alfisols,udalfs,hapludalfs,oxyaquic vertic hapludalfs
alfisols,udalfs,hapludalfs,psammentic hapludalfs
alfisols,udalfs,hapludalfs,aquic hapludalfs
alfisols,udalfs,hapludalfs,aquollic hapludalfs
alfisols,udalfs,hapludalfs,aquultic hapludalfs
alfisols,udalfs,hapludalfs,arenic hapludalfs
alfisols,udalfs,hapludalfs,arenic oxyaquic hapludalfs
alfisols,udalfs,hapludalfs,chromic vertic hapludalfs
alfisols,udalfs,hapludalfs,fragiaquic hapludalfs
alfisols,udalfs,hapludalfs,fragic hapludalfs
alfisols,udalfs,hapludalfs,fragic oxyaquic hapludalfs
alfisols,udalfs,hapludalfs,glossaquic hapludalfs
alfisols,udalfs,hapludalfs,inceptic hapludalfs
alfisols,udalfs,hapludalfs,lamellic hapludalfs
alfisols,udalfs,hapludalfs,albaquic hapludalfs
alfisols,udalfs,hapludalfs,albaquultic hapludalfs
alfisols,udalfs,hapludalfs,andic hapludalfs
alfisols,udalfs,hapludalfs,anthraquic hapludalfs
alfisols,udalfs,hapludalfs,aquertic chromic hapludalfs
alfisols,udalfs,hapludalfs,aquertic hapludalfs
alfisols,udalfs,hapludalfs,aquic arenic hapludalfs
alfisols,udalfs,kandiudalfs,typic kandiudalfs
alfisols,udalfs,kandiudalfs,grossarenic kandiudalfs
alfisols,udalfs,kandiudalfs,grossarenic plinthic kandiudalfs
alfisols,udalfs,kandiudalfs,mollic kandiudalfs
alfisols,udalfs,kandiudalfs,oxyaquic kandiudalfs
alfisols,udalfs,kandiudalfs,plinthaquic kandiudalfs
alfisols,udalfs,kandiudalfs,plinthic kandiudalfs
alfisols,udalfs,kandiudalfs,rhodic kandiudalfs
alfisols,udalfs,kandiudalfs,aquic kandiudalfs
alfisols,udalfs,kandiudalfs,arenic kandiudalfs
alfisols,udalfs,kandiudalfs,arenic plinthic kandiudalfs
alfisols,udalfs,kanhapludalfs,typic kanhapludalfs
alfisols,udalfs,kanhapludalfs,lithic kanhapludalfs
alfisols,udalfs,kanhapludalfs,oxyaquic kanhapludalfs
alfisols,udalfs,kanhapludalfs,rhodic kanhapludalfs
alfisols,udalfs,kanhapludalfs,aquic kanhapludalfs
alfisols,udalfs,natrudalfs,typic natrudalfs
alfisols,udalfs,natrudalfs,vertic natrudalfs
alfisols,udalfs,natrudalfs,aquic natrudalfs
alfisols,udalfs,natrudalfs,glossaquic natrudalfs
alfisols,udalfs,paleudalfs,typic paleudalfs
alfisols,udalfs,paleudalfs,vertic paleudalfs
alfisols,udalfs,paleudalfs,vitrandic paleudalfs
alfisols,udalfs,paleudalfs,glossic paleudalfs
alfisols,udalfs,paleudalfs,grossarenic paleudalfs
alfisols,udalfs,paleudalfs,grossarenic plinthic paleudalfs
alfisols,udalfs,paleudalfs,mollic paleudalfs
alfisols,udalfs,paleudalfs,oxyaquic paleudalfs
alfisols,udalfs,paleudalfs,plinthaquic paleudalfs
alfisols,udalfs,paleudalfs,plinthic paleudalfs
alfisols,udalfs,paleudalfs,psammentic paleudalfs
alfisols,udalfs,paleudalfs,rhodic paleudalfs
alfisols,udalfs,paleudalfs,aquic paleudalfs
alfisols,udalfs,paleudalfs,arenic paleudalfs
alfisols,udalfs,paleudalfs,arenic plinthic paleudalfs
alfisols,udalfs,paleudalfs,fragiaquic paleudalfs
alfisols,udalfs,paleudalfs,fragic paleudalfs
alfisols,udalfs,paleudalfs,glossaquic paleudalfs
alfisols,udalfs,paleudalfs,lamellic paleudalfs
alfisols,udalfs,paleudalfs,albaquic paleudalfs
alfisols,udalfs,paleudalfs,andic paleudalfs
alfisols,udalfs,paleudalfs,anthraquic paleudalfs
alfisols,udalfs,rhodudalfs,typic rhodudalfs
alfisols,ustalfs,durustalfs,typic durustalfs
alfisols,ustalfs,haplustalfs,torrertic haplustalfs
alfisols,ustalfs,haplustalfs,typic haplustalfs
alfisols,ustalfs,haplustalfs,udertic haplustalfs
alfisols,ustalfs,haplustalfs,udic haplustalfs
alfisols,ustalfs,haplustalfs,ultic haplustalfs
alfisols,ustalfs,haplustalfs,vertic haplustalfs
alfisols,ustalfs,haplustalfs,vitrandic haplustalfs
alfisols,ustalfs,haplustalfs,lithic haplustalfs
alfisols,ustalfs,haplustalfs,oxyaquic haplustalfs
alfisols,ustalfs,haplustalfs,oxyaquic vertic haplustalfs
alfisols,ustalfs,haplustalfs,psammentic haplustalfs
alfisols,ustalfs,haplustalfs,aquic haplustalfs
alfisols,ustalfs,haplustalfs,aquultic haplustalfs
alfisols,ustalfs,haplustalfs,arenic aridic haplustalfs
alfisols,ustalfs,haplustalfs,arenic haplustalfs
alfisols,ustalfs,haplustalfs,aridic haplustalfs
alfisols,ustalfs,haplustalfs,calcic haplustalfs
alfisols,ustalfs,haplustalfs,calcic udic haplustalfs
alfisols,ustalfs,haplustalfs,calcidic haplustalfs
alfisols,ustalfs,haplustalfs,inceptic haplustalfs
alfisols,ustalfs,haplustalfs,kanhaplic haplustalfs
alfisols,ustalfs,haplustalfs,lamellic haplustalfs
alfisols,ustalfs,haplustalfs,aquertic haplustalfs
alfisols,ustalfs,haplustalfs,aquic arenic haplustalfs
alfisols,ustalfs,kandiustalfs,typic kandiustalfs
alfisols,ustalfs,kandiustalfs,udic kandiustalfs
alfisols,ustalfs,kandiustalfs,grossarenic kandiustalfs
alfisols,ustalfs,kandiustalfs,plinthic kandiustalfs
alfisols,ustalfs,kandiustalfs,rhodic kandiustalfs
alfisols,ustalfs,kandiustalfs,aquic kandiustalfs
alfisols,ustalfs,kandiustalfs,arenic aridic kandiustalfs
alfisols,ustalfs,kandiustalfs,arenic kandiustalfs
alfisols,ustalfs,kandiustalfs,aridic kandiustalfs
alfisols,ustalfs,kandiustalfs,aquic arenic kandiustalfs
alfisols,ustalfs,kanhaplustalfs,typic kanhaplustalfs
alfisols,ustalfs,kanhaplustalfs,udic kanhaplustalfs
alfisols,ustalfs,kanhaplustalfs,lithic kanhaplustalfs
alfisols,ustalfs,kanhaplustalfs,rhodic kanhaplustalfs
alfisols,ustalfs,kanhaplustalfs,aquic kanhaplustalfs
alfisols,ustalfs,kanhaplustalfs,aridic kanhaplustalfs
alfisols,ustalfs,natrustalfs,torrertic natrustalfs
alfisols,ustalfs,natrustalfs,typic natrustalfs
alfisols,ustalfs,natrustalfs,vertic natrustalfs
alfisols,ustalfs,natrustalfs,haplargidic natrustalfs
alfisols,ustalfs,natrustalfs,mollic natrustalfs
alfisols,ustalfs,natrustalfs,petrocalcic natrustalfs
alfisols,ustalfs,natrustalfs,salidic natrustalfs
alfisols,ustalfs,natrustalfs,aquic natrustalfs
alfisols,ustalfs,natrustalfs,arenic natrustalfs
alfisols,ustalfs,natrustalfs,aridic glossic natrustalfs
alfisols,ustalfs,natrustalfs,aridic leptic natrustalfs
alfisols,ustalfs,natrustalfs,aridic natrustalfs
alfisols,ustalfs,natrustalfs,leptic natrustalfs
alfisols,ustalfs,natrustalfs,leptic torrertic natrustalfs
alfisols,ustalfs,natrustalfs,aquertic natrustalfs
alfisols,ustalfs,natrustalfs,aquic arenic natrustalfs
alfisols,ustalfs,paleustalfs,typic paleustalfs
alfisols,ustalfs,paleustalfs,udertic paleustalfs
alfisols,ustalfs,paleustalfs,udic paleustalfs
alfisols,ustalfs,paleustalfs,ultic paleustalfs
alfisols,ustalfs,paleustalfs,vertic paleustalfs
alfisols,ustalfs,paleustalfs,grossarenic paleustalfs
alfisols,ustalfs,paleustalfs,oxyaquic paleustalfs
alfisols,ustalfs,paleustalfs,oxyaquic vertic paleustalfs
alfisols,ustalfs,paleustalfs,petrocalcic paleustalfs
alfisols,ustalfs,paleustalfs,plinthic paleustalfs
alfisols,ustalfs,paleustalfs,psammentic paleustalfs
alfisols,ustalfs,paleustalfs,rhodic paleustalfs
alfisols,ustalfs,paleustalfs,aquic paleustalfs
alfisols,ustalfs,paleustalfs,arenic aridic paleustalfs
alfisols,ustalfs,paleustalfs,arenic paleustalfs
alfisols,ustalfs,paleustalfs,aridic paleustalfs
alfisols,ustalfs,paleustalfs,calcidic paleustalfs
alfisols,ustalfs,paleustalfs,kandic paleustalfs
alfisols,ustalfs,paleustalfs,lamellic paleustalfs
alfisols,ustalfs,paleustalfs,aquertic paleustalfs
alfisols,ustalfs,paleustalfs,aquic arenic paleustalfs
alfisols,ustalfs,plinthustalfs,typic plinthustalfs
alfisols,ustalfs,rhodustalfs,typic rhodustalfs
alfisols,ustalfs,rhodustalfs,udic rhodustalfs
alfisols,ustalfs,rhodustalfs,lithic rhodustalfs
alfisols,ustalfs,rhodustalfs,kanhaplic rhodustalfs
alfisols,xeralfs,durixeralfs,typic durixeralfs
alfisols,xeralfs,durixeralfs,vertic durixeralfs
alfisols,xeralfs,durixeralfs,haplic durixeralfs
alfisols,xeralfs,durixeralfs,natric durixeralfs
alfisols,xeralfs,durixeralfs,abruptic durixeralfs
alfisols,xeralfs,durixeralfs,abruptic haplic durixeralfs
alfisols,xeralfs,durixeralfs,aquic durixeralfs
alfisols,xeralfs,fragixeralfs,typic fragixeralfs
alfisols,xeralfs,fragixeralfs,vitrandic fragixeralfs
alfisols,xeralfs,fragixeralfs,mollic fragixeralfs
alfisols,xeralfs,fragixeralfs,aquic fragixeralfs
alfisols,xeralfs,fragixeralfs,inceptic fragixeralfs
alfisols,xeralfs,fragixeralfs,andic fragixeralfs
alfisols,xeralfs,haploxeralfs,typic haploxeralfs
alfisols,xeralfs,haploxeralfs,ultic haploxeralfs
alfisols,xeralfs,haploxeralfs,vertic haploxeralfs
alfisols,xeralfs,haploxeralfs,vitrandic haploxeralfs
alfisols,xeralfs,haploxeralfs,lithic haploxeralfs
alfisols,xeralfs,haploxeralfs,lithic mollic haploxeralfs
alfisols,xeralfs,haploxeralfs,lithic ruptic-inceptic haploxeralfs
alfisols,xeralfs,haploxeralfs,mollic haploxeralfs
alfisols,xeralfs,haploxeralfs,natric haploxeralfs
alfisols,xeralfs,haploxeralfs,plinthic haploxeralfs
alfisols,xeralfs,haploxeralfs,psammentic haploxeralfs
alfisols,xeralfs,haploxeralfs,aquic haploxeralfs
alfisols,xeralfs,haploxeralfs,aquultic haploxeralfs
alfisols,xeralfs,haploxeralfs,calcic haploxeralfs
alfisols,xeralfs,haploxeralfs,fragiaquic haploxeralfs
alfisols,xeralfs,haploxeralfs,fragic haploxeralfs
alfisols,xeralfs,haploxeralfs,inceptic haploxeralfs
alfisols,xeralfs,haploxeralfs,lamellic haploxeralfs
alfisols,xeralfs,haploxeralfs,andic haploxeralfs
alfisols,xeralfs,haploxeralfs,aquandic haploxeralfs
alfisols,xeralfs,natrixeralfs,typic natrixeralfs
alfisols,xeralfs,natrixeralfs,vertic natrixeralfs
alfisols,xeralfs,natrixeralfs,aquic natrixeralfs
alfisols,xeralfs,palexeralfs,typic palexeralfs
alfisols,xeralfs,palexeralfs,ultic palexeralfs
alfisols,xeralfs,palexeralfs,vertic palexeralfs
alfisols,xeralfs,palexeralfs,vitrandic palexeralfs
alfisols,xeralfs,palexeralfs,mollic palexeralfs
alfisols,xeralfs,palexeralfs,natric palexeralfs
alfisols,xeralfs,palexeralfs,petrocalcic palexeralfs
alfisols,xeralfs,palexeralfs,plinthic palexeralfs
alfisols,xeralfs,palexeralfs,psammentic palexeralfs
alfisols,xeralfs,palexeralfs,aquic palexeralfs
alfisols,xeralfs,palexeralfs,arenic palexeralfs
alfisols,xeralfs,palexeralfs,calcic palexeralfs
alfisols,xeralfs,palexeralfs,fragiaquic palexeralfs
alfisols,xeralfs,palexeralfs,fragic palexeralfs
alfisols,xeralfs,palexeralfs,haplic palexeralfs
alfisols,xeralfs,palexeralfs,lamellic palexeralfs
alfisols,xeralfs,palexeralfs,andic palexeralfs
alfisols,xeralfs,palexeralfs,aquandic palexeralfs
alfisols,xeralfs,plinthoxeralfs,typic plinthoxeralfs
alfisols,xeralfs,rhodoxeralfs,typic rhodoxeralfs
alfisols,xeralfs,rhodoxeralfs,vertic rhodoxeralfs
alfisols,xeralfs,rhodoxeralfs,lithic rhodoxeralfs
alfisols,xeralfs,rhodoxeralfs,petrocalcic rhodoxeralfs
alfisols,xeralfs,rhodoxeralfs,calcic rhodoxeralfs
alfisols,xeralfs,rhodoxeralfs,inceptic rhodoxeralfs
andisols,aquands,cryaquands,typic cryaquands
andisols,aquands,cryaquands,lithic cryaquands
andisols,aquands,cryaquands,histic cryaquands
andisols,aquands,cryaquands,thaptic cryaquands
andisols,aquands,duraquands,typic duraquands
andisols,aquands,duraquands,histic duraquands
andisols,aquands,duraquands,acraquoxic duraquands
andisols,aquands,duraquands,thaptic duraquands
andisols,aquands,endoaquands,typic endoaquands
andisols,aquands,endoaquands,lithic endoaquands
andisols,aquands,endoaquands,duric endoaquands
andisols,aquands,endoaquands,histic endoaquands
andisols,aquands,endoaquands,hydric endoaquands
andisols,aquands,endoaquands,alic endoaquands
andisols,aquands,endoaquands,thaptic endoaquands
andisols,aquands,epiaquands,typic epiaquands
andisols,aquands,epiaquands,duric epiaquands
andisols,aquands,epiaquands,histic epiaquands
andisols,aquands,epiaquands,hydric epiaquands
andisols,aquands,epiaquands,alic epiaquands
andisols,aquands,epiaquands,thaptic epiaquands
andisols,aquands,gelaquands,turbic gelaquands
andisols,aquands,gelaquands,typic gelaquands
andisols,aquands,gelaquands,histic gelaquands
andisols,aquands,gelaquands,thaptic gelaquands
andisols,aquands,melanaquands,typic melanaquands
andisols,aquands,melanaquands,lithic melanaquands
andisols,aquands,melanaquands,pachic melanaquands
andisols,aquands,melanaquands,hydric melanaquands
andisols,aquands,melanaquands,hydric pachic melanaquands
andisols,aquands,melanaquands,acraquoxic melanaquands
andisols,aquands,melanaquands,thaptic melanaquands
andisols,aquands,placaquands,typic placaquands
andisols,aquands,placaquands,lithic placaquands
andisols,aquands,placaquands,duric histic placaquands
andisols,aquands,placaquands,duric placaquands
andisols,aquands,placaquands,histic placaquands
andisols,aquands,placaquands,thaptic placaquands
andisols,aquands,vitraquands,typic vitraquands
andisols,aquands,vitraquands,lithic vitraquands
andisols,aquands,vitraquands,duric vitraquands
andisols,aquands,vitraquands,histic vitraquands
andisols,aquands,vitraquands,thaptic vitraquands
andisols,cryands,duricryands,typic duricryands
andisols,cryands,duricryands,oxyaquic duricryands
andisols,cryands,duricryands,eutric duricryands
andisols,cryands,duricryands,eutric oxyaquic duricryands
andisols,cryands,duricryands,aquic duricryands
andisols,cryands,fulvicryands,typic fulvicryands
andisols,cryands,fulvicryands,vitric fulvicryands
andisols,cryands,fulvicryands,lithic fulvicryands
andisols,cryands,fulvicryands,pachic fulvicryands
andisols,cryands,fulvicryands,eutric fulvicryands
andisols,cryands,fulvicryands,eutric pachic fulvicryands
andisols,cryands,fulvicryands,folistic fulvicryands
andisols,cryands,haplocryands,typic haplocryands
andisols,cryands,haplocryands,vitric haplocryands
andisols,cryands,haplocryands,lithic haplocryands
andisols,cryands,haplocryands,oxyaquic haplocryands
andisols,cryands,haplocryands,aquic haplocryands
andisols,cryands,haplocryands,folistic haplocryands
andisols,cryands,haplocryands,xeric haplocryands
andisols,cryands,haplocryands,acrudoxic haplocryands
andisols,cryands,haplocryands,alic haplocryands
andisols,cryands,haplocryands,spodic haplocryands
andisols,cryands,haplocryands,thaptic haplocryands
andisols,cryands,hydrocryands,typic hydrocryands
andisols,cryands,hydrocryands,lithic hydrocryands
andisols,cryands,hydrocryands,placic hydrocryands
andisols,cryands,hydrocryands,aquic hydrocryands
andisols,cryands,hydrocryands,thaptic hydrocryands
andisols,cryands,melanocryands,typic melanocryands
andisols,cryands,melanocryands,vitric melanocryands
andisols,cryands,melanocryands,lithic melanocryands
andisols,cryands,vitricryands,typic vitricryands
andisols,cryands,vitricryands,ultic vitricryands
andisols,cryands,vitricryands,lithic vitricryands
andisols,cryands,vitricryands,oxyaquic vitricryands
andisols,cryands,vitricryands,aquic vitricryands
andisols,cryands,vitricryands,folistic vitricryands
andisols,cryands,vitricryands,xeric vitricryands
andisols,cryands,vitricryands,humic vitricryands
andisols,cryands,vitricryands,humic xeric vitricryands
andisols,cryands,vitricryands,alfic vitricryands
andisols,cryands,vitricryands,spodic vitricryands
andisols,cryands,vitricryands,thaptic vitricryands
andisols,gelands,vitrigelands,turbic vitrigelands
andisols,gelands,vitrigelands,typic vitrigelands
andisols,gelands,vitrigelands,humic vitrigelands
andisols,torrands,duritorrands,typic duritorrands
andisols,torrands,duritorrands,vitric duritorrands
andisols,torrands,duritorrands,petrocalcic duritorrands
andisols,torrands,haplotorrands,typic haplotorrands
andisols,torrands,haplotorrands,lithic haplotorrands
andisols,torrands,haplotorrands,calcic haplotorrands
andisols,torrands,haplotorrands,duric haplotorrands
andisols,torrands,vitritorrands,typic vitritorrands
andisols,torrands,vitritorrands,lithic vitritorrands
andisols,torrands,vitritorrands,aquic vitritorrands
andisols,torrands,vitritorrands,calcic vitritorrands
andisols,torrands,vitritorrands,duric vitritorrands
andisols,udands,durudands,typic durudands
andisols,udands,durudands,pachic durudands
andisols,udands,durudands,aquic durudands
andisols,udands,durudands,eutric durudands
andisols,udands,durudands,hydric durudands
andisols,udands,durudands,acrudoxic durudands
andisols,udands,fulvudands,typic fulvudands
andisols,udands,fulvudands,ultic fulvudands
andisols,udands,fulvudands,lithic fulvudands
andisols,udands,fulvudands,oxyaquic fulvudands
andisols,udands,fulvudands,pachic fulvudands
andisols,udands,fulvudands,aquic fulvudands
andisols,udands,fulvudands,eutric fulvudands
andisols,udands,fulvudands,eutric lithic fulvudands
andisols,udands,fulvudands,eutric pachic fulvudands
andisols,udands,fulvudands,hydric fulvudands
andisols,udands,fulvudands,acrudoxic fulvudands
andisols,udands,fulvudands,thaptic fulvudands
andisols,udands,hapludands,typic hapludands
andisols,udands,hapludands,ultic hapludands
andisols,udands,hapludands,vitric hapludands
andisols,udands,hapludands,lithic hapludands
andisols,udands,hapludands,oxic hapludands
andisols,udands,hapludands,oxyaquic hapludands
andisols,udands,hapludands,aquic hapludands
andisols,udands,hapludands,duric hapludands
andisols,udands,hapludands,eutric hapludands
andisols,udands,hapludands,eutric thaptic hapludands
andisols,udands,hapludands,hydric hapludands
andisols,udands,hapludands,hydric thaptic hapludands
andisols,udands,hapludands,acrudoxic hapludands
andisols,udands,hapludands,acrudoxic hydric hapludands
andisols,udands,hapludands,acrudoxic thaptic hapludands
andisols,udands,hapludands,acrudoxic ultic hapludands
andisols,udands,hapludands,alfic hapludands
andisols,udands,hapludands,alic hapludands
andisols,udands,hapludands,anthraquic hapludands
andisols,udands,hapludands,aquic duric hapludands
andisols,udands,hapludands,thaptic hapludands
andisols,udands,hydrudands,typic hydrudands
andisols,udands,hydrudands,ultic hydrudands
andisols,udands,hydrudands,lithic hydrudands
andisols,udands,hydrudands,aquic hydrudands
andisols,udands,hydrudands,eutric hydrudands
andisols,udands,hydrudands,acrudoxic hydrudands
andisols,udands,hydrudands,acrudoxic thaptic hydrudands
